qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
INEX_LD-2010100,house concrete wood,0.1472,INEX_LD-2010100,Concrete for the house,0.0153,INEX_LD-2010100,Concrete wood for the house,0.1472,INEX_LD-2010100,Wood from wood,0.0,INEX_LD-2010100,The house is concrete,0.0153,INEX_LD-2010100,wood of house concrete,0.1472,INEX_LD-2010100,Concrete wood for houses,0.1472,INEX_LD-2010100,wood of concrete,0.0383,INEX_LD-2010100,house concrete wood,0.1472,INEX_LD-2010100,The house is concrete wood,0.1472,INEX_LD-2010100,a concrete wooden house,0.0012
INEX_LD-2010106,organic food advantages disadvantages,0.0022,INEX_LD-2010106,The disadvantages of organic food,0.0147,INEX_LD-2010106,The advantages and disadvantages of organic food,0.0022,INEX_LD-2010106,The advantages and disadvantages of organic food,0.0022,INEX_LD-2010106,Benefits of Organic Foods,0.0222,INEX_LD-2010106,Benefits of organic food disadvantages,0.0051,INEX_LD-2010106,Benefits of organic food Disadvantages,0.0051,INEX_LD-2010106,advantages and disadvantages of organic food,0.0022,INEX_LD-2010106,The advantages of organic food,0.04,INEX_LD-2010106,The benefits of organic food,0.0222,INEX_LD-2010106,benefits of organic food loss,0.0125
INEX_LD-2012301,Niagara falls origin lake,0.4122,INEX_LD-2012301,Niagara is the source of the lake,0.0436,INEX_LD-2012301,Niagara Falls  the source lake,0.2867,INEX_LD-2012301,Niagara Falls is the lake of origin,0.4122,INEX_LD-2012301,The main lake  Niagara Falls,0.3735,INEX_LD-2012301,Niagara Falls is a lake of origin,0.4122,INEX_LD-2012301,Lake of origin of Niagara Falls,0.4122,INEX_LD-2012301,Niagara Falls is the lake of origin,0.4122,INEX_LD-2012301,Niagara Falls is the source of the lake,0.2867,INEX_LD-2012301,The origin of the Niagara Falls Lake,0.4122,INEX_LD-2012301,Niagara Falls natural lake,0.3999
INEX_LD-2012303, Valley fever fungal infection San Joaquin,0.2698,INEX_LD-2012303,Valley Heat infection in San Joaquin,0.1121,INEX_LD-2012303,Valley fever fungal infection San Joaquin,0.2698,INEX_LD-2012303,Fungal fever in the San Joaquin Valley,0.2846,INEX_LD-2012303,The San Joaquin fungal infection,0.0875,INEX_LD-2012303,Fungal infection with San Joaquin Valley fever,0.2698,INEX_LD-2012303,San Joaquin mosquito plague,0.0139,INEX_LD-2012303,The spring fungal infection of San Joaquin,0.0293,INEX_LD-2012303,San Joaquin Valley fever fungal infections,0.2698,INEX_LD-2012303,The Valley Fever Fungus Disease San Joaquin,0.425,INEX_LD-2012303,The plague of San Joaquin,0.0278
INEX_LD-2012305,North Dakota's lowest river of another colour,0.068,INEX_LD-2012305,Lower rivers in North Dakota,0.1198,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.056,INEX_LD-2012305,The lowest river in North Dakota is another color,0.0579,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.056,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.056,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.056,INEX_LD-2012305,North Dakota s lowest river of any color,0.0362,INEX_LD-2012305,The lower North Dakota River is a different color,0.0915,INEX_LD-2012305,Another color of North Dakota s lowest river,0.0356,INEX_LD-2012305,The lower North Dakota River of other colors,0.0895
INEX_LD-2012307," July, 1850  president died Millard Fillmore sworn following day",0.2307,INEX_LD-2012307,In July       President Millard Fillmore died,0.3928,INEX_LD-2012307,In July       President Millard Fillmore died and was inaugurated the next day,0.1017,INEX_LD-2012307,In July       President Millard Fillmore died  He took the oath the next day,0.1178,INEX_LD-2012307,July       President Millard Fillmore was sworn in the next day,0.1455,INEX_LD-2012307,The president of the Republic died in July      Millard Fillmore took the oath the next day,0.1065,INEX_LD-2012307,In July       President Millard Fillmore died  taking the oath of office the next day,0.1004,INEX_LD-2012307,In July       the president died  Millard Fillmore took the oath the next day,0.1006,INEX_LD-2012307,July       President Millard Fillmore died taking the oath the next day,0.1131,INEX_LD-2012307,July       President Millard Fillmore died and was sworn in the next day,0.2775,INEX_LD-2012307,July       President Millard Fillmore took the oath the next day,0.0784
INEX_LD-2012309,residents small island city-state  Malay Peninsula Chinese,0.0858,INEX_LD-2012309,The people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  and the people  the people  the people  the people  the people  and the people  the people  the people  the people  the people  and the people  the people  the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  and the people  and the people  the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people,0.0,INEX_LD-2012309,Small island city state Malay Peninsula China,0.0431,INEX_LD-2012309,Small island population city state Malay Peninsula Chinese,0.0601,INEX_LD-2012309,Residents of the small island city of the Malay Peninsula State of China,0.037,INEX_LD-2012309,residents of small island state cities in the Malay Peninsula,0.0339,INEX_LD-2012309,Inhabitants of small island city state Malay Peninsula Chinese,0.0558,INEX_LD-2012309,residents of a small island city state Malay Peninsula Chinese,0.0858,INEX_LD-2012309,small island nation city state of the Malay Peninsula of China,0.0374,INEX_LD-2012309,The small island city state Malaysian peninsula Chinese,0.2643,INEX_LD-2012309,residents of a small island province Malay Peninsula Chinese,0.075
INEX_LD-2012311,John Lennon Yoko Ono album Starting Over,0.5339,INEX_LD-2012311,John Lennon s Yoko Ono album Starting Over,0.5285,INEX_LD-2012311,John Lennon s Yoko Ono album is  Starting Off,0.4992,INEX_LD-2012311,John Lennon  s Yoko Ono album is a new beginning,0.3789,INEX_LD-2012311,John Lennon s Yoko Ono album is a throwback to the past,0.3477,INEX_LD-2012311,John Lennon Yoko Ono album from,0.4193,INEX_LD-2012311,John Lennon Yoko Ono album starting over,0.5339,INEX_LD-2012311,John Lennon s Yoko Ono album  Standing up,0.4803,INEX_LD-2012311,John Lennon Yoko Ono album is started,0.5055,INEX_LD-2012311,John Lennon s debut album is Yo Yo Ono,0.1909,INEX_LD-2012311,John Lennon Yoko Ono album Starting Again,0.4589
INEX_LD-2012313,John Turturro 1991 Coen Brothers film,0.722,INEX_LD-2012313,John Turturro  the brothers Korn,0.474,INEX_LD-2012313,John Turturro      film by the Coen brothers,0.6803,INEX_LD-2012313,John Torrow      film The Brothers of the Con,0.0043,INEX_LD-2012313,John Torrow from the      movie The Quinn Brothers,0.0016,INEX_LD-2012313,John Turturro      film by the Coen brothers,0.6803,INEX_LD-2012313,John Turturro      film by the Coen Brothers,0.6803,INEX_LD-2012313,John Turturro      film The Coen Brothers,0.6803,INEX_LD-2012313,John Turturro      Coen Brothers film,0.6803,INEX_LD-2012313,John D Artour      film The Cone Brother,0.0028,INEX_LD-2012313,John Turturro      Coen Brothers film,0.6803
INEX_LD-2012315,Baguio Quezon City  Manila official independence 1945,0.0833,INEX_LD-2012315,The city of Baguigéson  Manila  officially became independent in,0.0103,INEX_LD-2012315,Baguio Quezon City Manila officially gained independence in,0.0118,INEX_LD-2012315,Baguio Quezon City of Manila official independence,0.0123,INEX_LD-2012315,Baguio Cozón City of Manila Official independence,0.0075,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0123,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0123,INEX_LD-2012315,Bague Kezon City Manila official independence,0.003,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0123,INEX_LD-2012315,The city of Bajo Cajon Manila official independence,0.002,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0123
INEX_LD-2012317,daggeroso inclined to use a dagger novel Sons and Lovers,0.1524,INEX_LD-2012317,Hands on hands,0.0,INEX_LD-2012317,Dagros is trying to write a novel,0.0,INEX_LD-2012317,The animated tends to use the animated novel Sons and Lovers,0.1216,INEX_LD-2012317,The dagger was willing to use the dagger novel  boys and lovers,0.0,INEX_LD-2012317,The daggeroso used to use a dagger novel Sons and Lovers,0.1479,INEX_LD-2012317,The dagger fighter was inclined to a dagger novel Sons and Lovers,0.0005,INEX_LD-2012317,The shooter is inclined to use a dragon romance Son and lover,0.0151,INEX_LD-2012317,Daggeroso tends to use the dagger novel Sons and Lovers,0.1233,INEX_LD-2012317,The knife novel Sons and Lovers would like to use,0.1329,INEX_LD-2012317,Daggeroso had a habit of using dagger in the novel Sons and Lovers,0.1091
INEX_LD-2012318,Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space,0.2591,INEX_LD-2012318,Bela Glen Glenda Bride is directing Monster Project   in Space,0.1448,INEX_LD-2012318,Bella Glenn  Brenda Bride  the monster plan nine  the space shuttle,0.0032,INEX_LD-2012318,Director Bella Glenn Glinda is the bug party of Plan   Outer Space,0.078,INEX_LD-2012318,Directed by Bella Glenn Glenda The Wild Wedding of Space Nine,0.0131,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.1556,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan   Space,0.1717,INEX_LD-2012318,Directed by Bela Glenn Glenda the Bride Monster Plan   External Space,0.1373,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.1556,INEX_LD-2012318,Directed by Bella Klein Glenda Bride Animal Project   outer space,0.137,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.1556
INEX_LD-2012319, 1994 short story collection Alice Munro is Open,0.5054,INEX_LD-2012319,In       a collection of novels by Alice Monroe was launched,0.0079,INEX_LD-2012319,     short story collection Alice Monroe Open,0.4783,INEX_LD-2012319,     Alice Monroe short story collection is open,0.4783,INEX_LD-2012319,The      short story collection Alice Monroe is open,0.4783,INEX_LD-2012319,     Alice Munro s collection of news is opened,0.39,INEX_LD-2012319,     Alice Munro s collection of short stories is open,0.5804,INEX_LD-2012319,     Alice Munro s collection of short stories is opened,0.5804,INEX_LD-2012319,     collection of short stories Alice Munro is Open,0.5828,INEX_LD-2012319,     short story collection Alice Monroe opened,0.4783,INEX_LD-2012319,     collection of short stories Alice Munro is clear,0.3869
INEX_LD-2012321,Asian port state-city Sir Stamford Raffles,0.2632,INEX_LD-2012321,The port city of Asia  Stanford Lavals,0.0007,INEX_LD-2012321,The port city of Stamford Raples  Asia,0.0383,INEX_LD-2012321,The Asian port city   Mr  Stamford Raffles,0.3265,INEX_LD-2012321,The Asian port city of Stamford Raffles,0.2257,INEX_LD-2012321,Asian port city Sir Stamford Raffles,0.2594,INEX_LD-2012321,The port city of Sir Stamford Raffles,0.2599,INEX_LD-2012321,The Asian port city Sir Stamford Raffles,0.2594,INEX_LD-2012321,The port city of Asia Sir Stamford Raffles,0.2366,INEX_LD-2012321,The Asian port state city Sir Stamford Raffles,0.2632,INEX_LD-2012321,Asia port city Sir Stamford Raffles,0.2366
INEX_LD-2012323,Large glaciers island nation Langjokull Hofsjokull Vatnajokull,0.0182,INEX_LD-2012323,The Great Ice Sheet  the island nation  the Lancaster  the Hofshokel  the Waternackel,0.0,INEX_LD-2012323,The island of the great glacier country Langjokull Hofsjokull Vatnajokull,0.0243,INEX_LD-2012323,The great ice island of the people of Nankol   Hovszokol and Ouna Jokol,0.0,INEX_LD-2012323,The great glaciers of the Langokull island nation of Hofsjokull Vatnajokull,0.0209,INEX_LD-2012323,Large glaciers island country Langjokull Hofsjokull Vatnajokull,0.0238,INEX_LD-2012323,The Great Island of the Glaciers,0.0128,INEX_LD-2012323,Large glaciers island nation of Langoculus Hojjoculus Vatnajökull,0.0346,INEX_LD-2012323,The largest glacier of the island country is Langjokull Hofsjokull Vatnajokull,0.0273,INEX_LD-2012323,The Great Glacier Island Nation of Langjökul Hofsjökul and Watnökul,0.0982,INEX_LD-2012323,The largest island nation is Langjokull Hofsjokull Vatnajokull,0.0125
INEX_LD-2012325,successor James G. Blaine studied law,0.6717,INEX_LD-2012325,James G  Blaine  who followed  studied law,0.3884,INEX_LD-2012325,James Glain s successor studied law,0.0079,INEX_LD-2012325,His successor  James J  Blaine  studied law,0.5073,INEX_LD-2012325,James G  Blaine s successor studied law,0.5658,INEX_LD-2012325,Successor James G  Blaine studied law,0.6717,INEX_LD-2012325,Successor James G  Blaine studied law,0.6717,INEX_LD-2012325,Vice President James Blaine is studying law,0.0254,INEX_LD-2012325,James G  Blaine s successor studied law,0.5658,INEX_LD-2012325,James G  Plan studied law,0.0021,INEX_LD-2012325,His successor  James G  Blaine  studied law,0.5858
INEX_LD-2012327,Beloved author African-American Nobel Prize Literature,0.1714,INEX_LD-2012327,He was an African American writer  a Nobel laureate,0.0777,INEX_LD-2012327,The beloved African American writer  the Nobel Prize for Literature,0.1268,INEX_LD-2012327,The beloved author of African American literature  Nobel Prize winner,0.0899,INEX_LD-2012327,The most popular author of the Nobel Prize in African American Literature,0.0745,INEX_LD-2012327,The beloved African American Nobel Prize winner for literature,0.099,INEX_LD-2012327,Beloved author  African American Nobel Prize winner for literature,0.0899,INEX_LD-2012327,The favorite author   the African American Nobel Prize in Literature,0.0677,INEX_LD-2012327,Beloved writer   African American Nobel Prize in Literature,0.1268,INEX_LD-2012327,The beloved writer African American Nobel Prize in Literature,0.1268,INEX_LD-2012327,Beloved African American writer Nobel Prize in Literature,0.1268
INEX_LD-2012329,Sweden Iceland currency,0.1426,INEX_LD-2012329,Swedish currency,0.2109,INEX_LD-2012329,Swedish currency,0.2109,INEX_LD-2012329,Swedish currency,0.2109,INEX_LD-2012329,The Icelandic money,0.0036,INEX_LD-2012329,Swedish currency,0.2109,INEX_LD-2012329,Currency of Switzerland,0.0068,INEX_LD-2012329,Swedish currency,0.2109,INEX_LD-2012329,Currency of Iceland,0.0798,INEX_LD-2012329,Swedish currency,0.2109,INEX_LD-2012329,Icelandic currency,0.0798
INEX_LD-2012331,Seoul Korea river name ethnic group China,0.0563,INEX_LD-2012331,South Korean name of the river  ethnic group  Chinese,0.0573,INEX_LD-2012331,South Korean river name ethnic group China,0.0747,INEX_LD-2012331,The name of the Seoul River is Korea,0.2274,INEX_LD-2012331,The name of the Seoul River is Korean for the ethnic group of China,0.0607,INEX_LD-2012331,Name of the Seoul River Korea ethnic group China,0.0563,INEX_LD-2012331,Seoul Korea river name ethnic group China,0.0563,INEX_LD-2012331,Seoul Korea name of river ethnic group China,0.0563,INEX_LD-2012331,Seoul Korean name of ethnic Chinese river,0.0135,INEX_LD-2012331,Seoul Korea six name ethnic group China,0.0151,INEX_LD-2012331,Seoul Korea name of river China,0.1209
INEX_LD-2012333,Prime minister Canada nicknamed Silver-Tongued Laurier longest unbroken term,0.2531,INEX_LD-2012333,The Canadian Prime Minister calls Laurel  silver,0.055,INEX_LD-2012333,Prime Minister of Canada name Silver colored lorry longest term,0.0354,INEX_LD-2012333,The Canadian prime minister   nicknamed Laurie the Silver tongued   is the longest serving incumbent,0.0186,INEX_LD-2012333,The longest serving prime minister of Canada  Lori Rangi  has served continuously,0.0242,INEX_LD-2012333,Canadian Prime Minister nicknamed Laurier in silver language the longest uninterrupted term,0.2141,INEX_LD-2012333,The Prime Minister of Canada was nicknamed   Silver Tonged Laurier,0.3478,INEX_LD-2012333,Canadian Prime Minister is named Silver Tonged Lorean,0.0175,INEX_LD-2012333,Canadian Prime Minister nicknamed Silver Tongueed Laurier the longest serving uninterrupted,0.2255,INEX_LD-2012333,Prime Minister of Canada Name Silver tongue Lorean long term non permanent position,0.0127,INEX_LD-2012333,Canadian Prime Minister was named Silver Tongueed Laurier for the longest time without breaking,0.2373
INEX_LD-2012335,U.S. president authorise nuclear weapons against Japan,0.082,INEX_LD-2012335,The US President authorized Japanese nuclear weapons,0.2512,INEX_LD-2012335,The President of the United States has approved nuclear weapons against Japan,0.2619,INEX_LD-2012335,The US president allows nuclear weapons against Japan,0.2572,INEX_LD-2012335,The US President authorizes nuclear weapons against Japan,0.2595,INEX_LD-2012335,US President authorizes nuclear weapons against Japan,0.2595,INEX_LD-2012335,US presidents approve nuclear weapons against Japan,0.2771,INEX_LD-2012335,The President of the United States has authorized nuclear weapons against Japan,0.1674,INEX_LD-2012335,The US president authorized nuclear weapons against Japan,0.2595,INEX_LD-2012335,The President of the United States authorizes nuclear weapons against Japan,0.35,INEX_LD-2012335,U S  president to allow nuclear weapons against Japan,0.3274
INEX_LD-2012336,1906 territory Papua island Australian,0.1748,INEX_LD-2012336,     The island of Papua  Australia,0.0567,INEX_LD-2012336,     Territory of the islands of Papua Australia,0.1654,INEX_LD-2012336,     Papua Island area Australia,0.0534,INEX_LD-2012336,     Territory of the Australian island of Papua,0.1738,INEX_LD-2012336,     territory of the island of Papua Australia,0.1654,INEX_LD-2012336,     Territory of Papua Island Australia,0.1654,INEX_LD-2012336,     Territory of the island of Papua Australia,0.1654,INEX_LD-2012336,     Australian island territory of Papua,0.1738,INEX_LD-2012336,     Territory of Papua Island Australia,0.1654,INEX_LD-2012336,     area of Papua island Australia,0.0534
