qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
INEX_LD-2010100,house concrete wood,0.0782,INEX_LD-2010100,Concrete for the house,0.0025,INEX_LD-2010100,Concrete wood for the house,0.0782,INEX_LD-2010100,Wood from wood,0.0001,INEX_LD-2010100,The house is concrete,0.0025,INEX_LD-2010100,wood of house concrete,0.0782,INEX_LD-2010100,Concrete wood for houses,0.0782,INEX_LD-2010100,wood of concrete,0.0211,INEX_LD-2010100,house concrete wood,0.0782,INEX_LD-2010100,The house is concrete wood,0.0782,INEX_LD-2010100,a concrete wooden house,0.0001
INEX_LD-2010106,organic food advantages disadvantages,0.0,INEX_LD-2010106,The disadvantages of organic food,0.0061,INEX_LD-2010106,The advantages and disadvantages of organic food,0.0,INEX_LD-2010106,The advantages and disadvantages of organic food,0.0,INEX_LD-2010106,Benefits of Organic Foods,0.0011,INEX_LD-2010106,Benefits of organic food disadvantages,0.0004,INEX_LD-2010106,Benefits of organic food Disadvantages,0.0004,INEX_LD-2010106,advantages and disadvantages of organic food,0.0,INEX_LD-2010106,The advantages of organic food,0.0059,INEX_LD-2010106,The benefits of organic food,0.0011,INEX_LD-2010106,benefits of organic food loss,0.0006
INEX_LD-2012301,Niagara falls origin lake,0.2162,INEX_LD-2012301,Niagara is the source of the lake,0.0295,INEX_LD-2012301,Niagara Falls  the source lake,0.0914,INEX_LD-2012301,Niagara Falls is the lake of origin,0.2162,INEX_LD-2012301,The main lake  Niagara Falls,0.0382,INEX_LD-2012301,Niagara Falls is a lake of origin,0.2162,INEX_LD-2012301,Lake of origin of Niagara Falls,0.2162,INEX_LD-2012301,Niagara Falls is the lake of origin,0.2162,INEX_LD-2012301,Niagara Falls is the source of the lake,0.0914,INEX_LD-2012301,The origin of the Niagara Falls Lake,0.2162,INEX_LD-2012301,Niagara Falls natural lake,0.0977
INEX_LD-2012303, Valley fever fungal infection San Joaquin,0.2649,INEX_LD-2012303,Valley Heat infection in San Joaquin,0.0251,INEX_LD-2012303,Valley fever fungal infection San Joaquin,0.2649,INEX_LD-2012303,Fungal fever in the San Joaquin Valley,0.1967,INEX_LD-2012303,The San Joaquin fungal infection,0.1133,INEX_LD-2012303,Fungal infection with San Joaquin Valley fever,0.2649,INEX_LD-2012303,San Joaquin mosquito plague,0.0085,INEX_LD-2012303,The spring fungal infection of San Joaquin,0.0435,INEX_LD-2012303,San Joaquin Valley fever fungal infections,0.2649,INEX_LD-2012303,The Valley Fever Fungus Disease San Joaquin,0.373,INEX_LD-2012303,The plague of San Joaquin,0.0204
INEX_LD-2012305,North Dakota's lowest river of another colour,0.024,INEX_LD-2012305,Lower rivers in North Dakota,0.053,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.0152,INEX_LD-2012305,The lowest river in North Dakota is another color,0.0154,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.0152,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.0152,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.0152,INEX_LD-2012305,North Dakota s lowest river of any color,0.0068,INEX_LD-2012305,The lower North Dakota River is a different color,0.0157,INEX_LD-2012305,Another color of North Dakota s lowest river,0.0068,INEX_LD-2012305,The lower North Dakota River of other colors,0.0115
INEX_LD-2012307," July, 1850  president died Millard Fillmore sworn following day",0.126,INEX_LD-2012307,In July       President Millard Fillmore died,0.2486,INEX_LD-2012307,In July       President Millard Fillmore died and was inaugurated the next day,0.059,INEX_LD-2012307,In July       President Millard Fillmore died  He took the oath the next day,0.0587,INEX_LD-2012307,July       President Millard Fillmore was sworn in the next day,0.0644,INEX_LD-2012307,The president of the Republic died in July      Millard Fillmore took the oath the next day,0.0526,INEX_LD-2012307,In July       President Millard Fillmore died  taking the oath of office the next day,0.0472,INEX_LD-2012307,In July       the president died  Millard Fillmore took the oath the next day,0.0495,INEX_LD-2012307,July       President Millard Fillmore died taking the oath the next day,0.0572,INEX_LD-2012307,July       President Millard Fillmore died and was sworn in the next day,0.0923,INEX_LD-2012307,July       President Millard Fillmore took the oath the next day,0.0331
INEX_LD-2012309,residents small island city-state  Malay Peninsula Chinese,0.0397,INEX_LD-2012309,The people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  and the people  the people  the people  the people  the people  and the people  the people  the people  the people  the people  and the people  the people  the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  and the people  and the people  the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people,0.0,INEX_LD-2012309,Small island city state Malay Peninsula China,0.0119,INEX_LD-2012309,Small island population city state Malay Peninsula Chinese,0.0238,INEX_LD-2012309,Residents of the small island city of the Malay Peninsula State of China,0.0245,INEX_LD-2012309,residents of small island state cities in the Malay Peninsula,0.0113,INEX_LD-2012309,Inhabitants of small island city state Malay Peninsula Chinese,0.0213,INEX_LD-2012309,residents of a small island city state Malay Peninsula Chinese,0.0397,INEX_LD-2012309,small island nation city state of the Malay Peninsula of China,0.0189,INEX_LD-2012309,The small island city state Malaysian peninsula Chinese,0.0372,INEX_LD-2012309,residents of a small island province Malay Peninsula Chinese,0.0249
INEX_LD-2012311,John Lennon Yoko Ono album Starting Over,0.5083,INEX_LD-2012311,John Lennon s Yoko Ono album Starting Over,0.4991,INEX_LD-2012311,John Lennon s Yoko Ono album is  Starting Off,0.4755,INEX_LD-2012311,John Lennon  s Yoko Ono album is a new beginning,0.2727,INEX_LD-2012311,John Lennon s Yoko Ono album is a throwback to the past,0.2987,INEX_LD-2012311,John Lennon Yoko Ono album from,0.3165,INEX_LD-2012311,John Lennon Yoko Ono album starting over,0.5083,INEX_LD-2012311,John Lennon s Yoko Ono album  Standing up,0.5176,INEX_LD-2012311,John Lennon Yoko Ono album is started,0.5212,INEX_LD-2012311,John Lennon s debut album is Yo Yo Ono,0.1036,INEX_LD-2012311,John Lennon Yoko Ono album Starting Again,0.4355
INEX_LD-2012313,John Turturro 1991 Coen Brothers film,0.6014,INEX_LD-2012313,John Turturro  the brothers Korn,0.4273,INEX_LD-2012313,John Turturro      film by the Coen brothers,0.6041,INEX_LD-2012313,John Torrow      film The Brothers of the Con,0.0009,INEX_LD-2012313,John Torrow from the      movie The Quinn Brothers,0.0016,INEX_LD-2012313,John Turturro      film by the Coen brothers,0.6041,INEX_LD-2012313,John Turturro      film by the Coen Brothers,0.6041,INEX_LD-2012313,John Turturro      film The Coen Brothers,0.6041,INEX_LD-2012313,John Turturro      Coen Brothers film,0.6041,INEX_LD-2012313,John D Artour      film The Cone Brother,0.0,INEX_LD-2012313,John Turturro      Coen Brothers film,0.6041
INEX_LD-2012315,Baguio Quezon City  Manila official independence 1945,0.036,INEX_LD-2012315,The city of Baguigéson  Manila  officially became independent in,0.0045,INEX_LD-2012315,Baguio Quezon City Manila officially gained independence in,0.009,INEX_LD-2012315,Baguio Quezon City of Manila official independence,0.0095,INEX_LD-2012315,Baguio Cozón City of Manila Official independence,0.0034,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0095,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0095,INEX_LD-2012315,Bague Kezon City Manila official independence,0.0016,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0095,INEX_LD-2012315,The city of Bajo Cajon Manila official independence,0.0011,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0095
INEX_LD-2012317,daggeroso inclined to use a dagger novel Sons and Lovers,0.0862,INEX_LD-2012317,Hands on hands,0.0,INEX_LD-2012317,Dagros is trying to write a novel,0.0,INEX_LD-2012317,The animated tends to use the animated novel Sons and Lovers,0.0264,INEX_LD-2012317,The dagger was willing to use the dagger novel  boys and lovers,0.0,INEX_LD-2012317,The daggeroso used to use a dagger novel Sons and Lovers,0.0637,INEX_LD-2012317,The dagger fighter was inclined to a dagger novel Sons and Lovers,0.0,INEX_LD-2012317,The shooter is inclined to use a dragon romance Son and lover,0.001,INEX_LD-2012317,Daggeroso tends to use the dagger novel Sons and Lovers,0.0702,INEX_LD-2012317,The knife novel Sons and Lovers would like to use,0.0232,INEX_LD-2012317,Daggeroso had a habit of using dagger in the novel Sons and Lovers,0.0415
INEX_LD-2012318,Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space,0.2248,INEX_LD-2012318,Bela Glen Glenda Bride is directing Monster Project   in Space,0.1476,INEX_LD-2012318,Bella Glenn  Brenda Bride  the monster plan nine  the space shuttle,0.0061,INEX_LD-2012318,Director Bella Glenn Glinda is the bug party of Plan   Outer Space,0.0235,INEX_LD-2012318,Directed by Bella Glenn Glenda The Wild Wedding of Space Nine,0.015,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.1754,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan   Space,0.191,INEX_LD-2012318,Directed by Bela Glenn Glenda the Bride Monster Plan   External Space,0.1633,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.1754,INEX_LD-2012318,Directed by Bella Klein Glenda Bride Animal Project   outer space,0.1087,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.1754
INEX_LD-2012319, 1994 short story collection Alice Munro is Open,0.631,INEX_LD-2012319,In       a collection of novels by Alice Monroe was launched,0.0019,INEX_LD-2012319,     short story collection Alice Monroe Open,0.3864,INEX_LD-2012319,     Alice Monroe short story collection is open,0.3864,INEX_LD-2012319,The      short story collection Alice Monroe is open,0.3864,INEX_LD-2012319,     Alice Munro s collection of news is opened,0.3991,INEX_LD-2012319,     Alice Munro s collection of short stories is open,0.5792,INEX_LD-2012319,     Alice Munro s collection of short stories is opened,0.5792,INEX_LD-2012319,     collection of short stories Alice Munro is Open,0.5845,INEX_LD-2012319,     short story collection Alice Monroe opened,0.3864,INEX_LD-2012319,     collection of short stories Alice Munro is clear,0.1761
INEX_LD-2012321,Asian port state-city Sir Stamford Raffles,0.1712,INEX_LD-2012321,The port city of Asia  Stanford Lavals,0.0062,INEX_LD-2012321,The port city of Stamford Raples  Asia,0.0633,INEX_LD-2012321,The Asian port city   Mr  Stamford Raffles,0.1477,INEX_LD-2012321,The Asian port city of Stamford Raffles,0.1243,INEX_LD-2012321,Asian port city Sir Stamford Raffles,0.1539,INEX_LD-2012321,The port city of Sir Stamford Raffles,0.2404,INEX_LD-2012321,The Asian port city Sir Stamford Raffles,0.1539,INEX_LD-2012321,The port city of Asia Sir Stamford Raffles,0.2278,INEX_LD-2012321,The Asian port state city Sir Stamford Raffles,0.1712,INEX_LD-2012321,Asia port city Sir Stamford Raffles,0.2278
INEX_LD-2012323,Large glaciers island nation Langjokull Hofsjokull Vatnajokull,0.0161,INEX_LD-2012323,The Great Ice Sheet  the island nation  the Lancaster  the Hofshokel  the Waternackel,0.0,INEX_LD-2012323,The island of the great glacier country Langjokull Hofsjokull Vatnajokull,0.0147,INEX_LD-2012323,The great ice island of the people of Nankol   Hovszokol and Ouna Jokol,0.0,INEX_LD-2012323,The great glaciers of the Langokull island nation of Hofsjokull Vatnajokull,0.0175,INEX_LD-2012323,Large glaciers island country Langjokull Hofsjokull Vatnajokull,0.0176,INEX_LD-2012323,The Great Island of the Glaciers,0.0022,INEX_LD-2012323,Large glaciers island nation of Langoculus Hojjoculus Vatnajökull,0.0287,INEX_LD-2012323,The largest glacier of the island country is Langjokull Hofsjokull Vatnajokull,0.0209,INEX_LD-2012323,The Great Glacier Island Nation of Langjökul Hofsjökul and Watnökul,0.0646,INEX_LD-2012323,The largest island nation is Langjokull Hofsjokull Vatnajokull,0.0107
INEX_LD-2012325,successor James G. Blaine studied law,0.3259,INEX_LD-2012325,James G  Blaine  who followed  studied law,0.2021,INEX_LD-2012325,James Glain s successor studied law,0.0046,INEX_LD-2012325,His successor  James J  Blaine  studied law,0.2104,INEX_LD-2012325,James G  Blaine s successor studied law,0.3049,INEX_LD-2012325,Successor James G  Blaine studied law,0.3259,INEX_LD-2012325,Successor James G  Blaine studied law,0.3259,INEX_LD-2012325,Vice President James Blaine is studying law,0.024,INEX_LD-2012325,James G  Blaine s successor studied law,0.3049,INEX_LD-2012325,James G  Plan studied law,0.0003,INEX_LD-2012325,His successor  James G  Blaine  studied law,0.3276
INEX_LD-2012327,Beloved author African-American Nobel Prize Literature,0.1911,INEX_LD-2012327,He was an African American writer  a Nobel laureate,0.091,INEX_LD-2012327,The beloved African American writer  the Nobel Prize for Literature,0.1864,INEX_LD-2012327,The beloved author of African American literature  Nobel Prize winner,0.1433,INEX_LD-2012327,The most popular author of the Nobel Prize in African American Literature,0.0741,INEX_LD-2012327,The beloved African American Nobel Prize winner for literature,0.1435,INEX_LD-2012327,Beloved author  African American Nobel Prize winner for literature,0.1433,INEX_LD-2012327,The favorite author   the African American Nobel Prize in Literature,0.1014,INEX_LD-2012327,Beloved writer   African American Nobel Prize in Literature,0.1864,INEX_LD-2012327,The beloved writer African American Nobel Prize in Literature,0.1864,INEX_LD-2012327,Beloved African American writer Nobel Prize in Literature,0.1864
INEX_LD-2012329,Sweden Iceland currency,0.1383,INEX_LD-2012329,Swedish currency,0.2008,INEX_LD-2012329,Swedish currency,0.2008,INEX_LD-2012329,Swedish currency,0.2008,INEX_LD-2012329,The Icelandic money,0.0063,INEX_LD-2012329,Swedish currency,0.2008,INEX_LD-2012329,Currency of Switzerland,0.0048,INEX_LD-2012329,Swedish currency,0.2008,INEX_LD-2012329,Currency of Iceland,0.0787,INEX_LD-2012329,Swedish currency,0.2008,INEX_LD-2012329,Icelandic currency,0.0787
INEX_LD-2012331,Seoul Korea river name ethnic group China,0.0085,INEX_LD-2012331,South Korean name of the river  ethnic group  Chinese,0.0041,INEX_LD-2012331,South Korean river name ethnic group China,0.0077,INEX_LD-2012331,The name of the Seoul River is Korea,0.2822,INEX_LD-2012331,The name of the Seoul River is Korean for the ethnic group of China,0.0062,INEX_LD-2012331,Name of the Seoul River Korea ethnic group China,0.0085,INEX_LD-2012331,Seoul Korea river name ethnic group China,0.0085,INEX_LD-2012331,Seoul Korea name of river ethnic group China,0.0085,INEX_LD-2012331,Seoul Korean name of ethnic Chinese river,0.0019,INEX_LD-2012331,Seoul Korea six name ethnic group China,0.0002,INEX_LD-2012331,Seoul Korea name of river China,0.0204
INEX_LD-2012333,Prime minister Canada nicknamed Silver-Tongued Laurier longest unbroken term,0.1751,INEX_LD-2012333,The Canadian Prime Minister calls Laurel  silver,0.0087,INEX_LD-2012333,Prime Minister of Canada name Silver colored lorry longest term,0.0113,INEX_LD-2012333,The Canadian prime minister   nicknamed Laurie the Silver tongued   is the longest serving incumbent,0.0048,INEX_LD-2012333,The longest serving prime minister of Canada  Lori Rangi  has served continuously,0.0094,INEX_LD-2012333,Canadian Prime Minister nicknamed Laurier in silver language the longest uninterrupted term,0.1653,INEX_LD-2012333,The Prime Minister of Canada was nicknamed   Silver Tonged Laurier,0.1509,INEX_LD-2012333,Canadian Prime Minister is named Silver Tonged Lorean,0.0129,INEX_LD-2012333,Canadian Prime Minister nicknamed Silver Tongueed Laurier the longest serving uninterrupted,0.1013,INEX_LD-2012333,Prime Minister of Canada Name Silver tongue Lorean long term non permanent position,0.0023,INEX_LD-2012333,Canadian Prime Minister was named Silver Tongueed Laurier for the longest time without breaking,0.1069
INEX_LD-2012335,U.S. president authorise nuclear weapons against Japan,0.1833,INEX_LD-2012335,The US President authorized Japanese nuclear weapons,0.1304,INEX_LD-2012335,The President of the United States has approved nuclear weapons against Japan,0.4524,INEX_LD-2012335,The US president allows nuclear weapons against Japan,0.1137,INEX_LD-2012335,The US President authorizes nuclear weapons against Japan,0.3135,INEX_LD-2012335,US President authorizes nuclear weapons against Japan,0.3135,INEX_LD-2012335,US presidents approve nuclear weapons against Japan,0.4191,INEX_LD-2012335,The President of the United States has authorized nuclear weapons against Japan,0.2048,INEX_LD-2012335,The US president authorized nuclear weapons against Japan,0.3135,INEX_LD-2012335,The President of the United States authorizes nuclear weapons against Japan,0.2339,INEX_LD-2012335,U S  president to allow nuclear weapons against Japan,0.4542
INEX_LD-2012336,1906 territory Papua island Australian,0.1092,INEX_LD-2012336,     The island of Papua  Australia,0.0341,INEX_LD-2012336,     Territory of the islands of Papua Australia,0.1207,INEX_LD-2012336,     Papua Island area Australia,0.0423,INEX_LD-2012336,     Territory of the Australian island of Papua,0.112,INEX_LD-2012336,     territory of the island of Papua Australia,0.1207,INEX_LD-2012336,     Territory of Papua Island Australia,0.1207,INEX_LD-2012336,     Territory of the island of Papua Australia,0.1207,INEX_LD-2012336,     Australian island territory of Papua,0.112,INEX_LD-2012336,     Territory of Papua Island Australia,0.1207,INEX_LD-2012336,     area of Papua island Australia,0.0423
