qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
INEX_LD-2010106,organic food advantages disadvantages,0.0033,INEX_LD-2010106,The disadvantages of organic food,0.027,INEX_LD-2010106,The advantages and disadvantages of organic food,0.0033,INEX_LD-2010106,The advantages and disadvantages of organic food,0.0033,INEX_LD-2010106,Benefits of Organic Foods,0.1429,INEX_LD-2010106,Benefits of organic food disadvantages,0.0137,INEX_LD-2010106,Benefits of organic food Disadvantages,0.0137,INEX_LD-2010106,advantages and disadvantages of organic food,0.0033,INEX_LD-2010106,The advantages of organic food,0.1111,INEX_LD-2010106,The benefits of organic food,0.1429,INEX_LD-2010106,benefits of organic food loss,0.0588
INEX_LD-2012301,Niagara falls origin lake,1.0,INEX_LD-2012301,Niagara is the source of the lake,0.0556,INEX_LD-2012301,Niagara Falls  the source lake,0.5,INEX_LD-2012301,Niagara Falls is the lake of origin,1.0,INEX_LD-2012301,The main lake  Niagara Falls,1.0,INEX_LD-2012301,Niagara Falls is a lake of origin,1.0,INEX_LD-2012301,Lake of origin of Niagara Falls,1.0,INEX_LD-2012301,Niagara Falls is the lake of origin,1.0,INEX_LD-2012301,Niagara Falls is the source of the lake,0.5,INEX_LD-2012301,The origin of the Niagara Falls Lake,1.0,INEX_LD-2012301,Niagara Falls natural lake,1.0
INEX_LD-2012303, Valley fever fungal infection San Joaquin,0.3333,INEX_LD-2012303,Valley Heat infection in San Joaquin,0.3333,INEX_LD-2012303,Valley fever fungal infection San Joaquin,0.3333,INEX_LD-2012303,Fungal fever in the San Joaquin Valley,0.3333,INEX_LD-2012303,The San Joaquin fungal infection,0.25,INEX_LD-2012303,Fungal infection with San Joaquin Valley fever,0.3333,INEX_LD-2012303,San Joaquin mosquito plague,0.0417,INEX_LD-2012303,The spring fungal infection of San Joaquin,0.0769,INEX_LD-2012303,San Joaquin Valley fever fungal infections,0.3333,INEX_LD-2012303,The Valley Fever Fungus Disease San Joaquin,0.5,INEX_LD-2012303,The plague of San Joaquin,0.0833
INEX_LD-2012305,North Dakota's lowest river of another colour,0.1429,INEX_LD-2012305,Lower rivers in North Dakota,0.3333,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.1,INEX_LD-2012305,The lowest river in North Dakota is another color,0.1429,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.1,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.1,INEX_LD-2012305,The lowest river in North Dakota of a different color,0.1,INEX_LD-2012305,North Dakota s lowest river of any color,0.0526,INEX_LD-2012305,The lower North Dakota River is a different color,0.3333,INEX_LD-2012305,Another color of North Dakota s lowest river,0.0588,INEX_LD-2012305,The lower North Dakota River of other colors,0.3333
INEX_LD-2012307," July, 1850  president died Millard Fillmore sworn following day",0.5,INEX_LD-2012307,In July       President Millard Fillmore died,0.5,INEX_LD-2012307,In July       President Millard Fillmore died and was inaugurated the next day,0.1,INEX_LD-2012307,In July       President Millard Fillmore died  He took the oath the next day,0.1667,INEX_LD-2012307,July       President Millard Fillmore was sworn in the next day,0.2,INEX_LD-2012307,The president of the Republic died in July      Millard Fillmore took the oath the next day,0.125,INEX_LD-2012307,In July       President Millard Fillmore died  taking the oath of office the next day,0.1667,INEX_LD-2012307,In July       the president died  Millard Fillmore took the oath the next day,0.1,INEX_LD-2012307,July       President Millard Fillmore died taking the oath the next day,0.1111,INEX_LD-2012307,July       President Millard Fillmore died and was sworn in the next day,0.5,INEX_LD-2012307,July       President Millard Fillmore took the oath the next day,0.125
INEX_LD-2012309,residents small island city-state  Malay Peninsula Chinese,0.1111,INEX_LD-2012309,The people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  the people  and the people  the people  the people  the people  the people  and the people  the people  the people  the people  the people  and the people  the people  the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  the people  and the people  and the people  and the people  the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people  and the people,0.0,INEX_LD-2012309,Small island city state Malay Peninsula China,0.1667,INEX_LD-2012309,Small island population city state Malay Peninsula Chinese,0.0667,INEX_LD-2012309,Residents of the small island city of the Malay Peninsula State of China,0.1111,INEX_LD-2012309,residents of small island state cities in the Malay Peninsula,0.1,INEX_LD-2012309,Inhabitants of small island city state Malay Peninsula Chinese,0.125,INEX_LD-2012309,residents of a small island city state Malay Peninsula Chinese,0.1111,INEX_LD-2012309,small island nation city state of the Malay Peninsula of China,0.1429,INEX_LD-2012309,The small island city state Malaysian peninsula Chinese,1.0,INEX_LD-2012309,residents of a small island province Malay Peninsula Chinese,0.0909
INEX_LD-2012311,John Lennon Yoko Ono album Starting Over,1.0,INEX_LD-2012311,John Lennon s Yoko Ono album Starting Over,1.0,INEX_LD-2012311,John Lennon s Yoko Ono album is  Starting Off,1.0,INEX_LD-2012311,John Lennon  s Yoko Ono album is a new beginning,1.0,INEX_LD-2012311,John Lennon s Yoko Ono album is a throwback to the past,0.5,INEX_LD-2012311,John Lennon Yoko Ono album from,0.5,INEX_LD-2012311,John Lennon Yoko Ono album starting over,1.0,INEX_LD-2012311,John Lennon s Yoko Ono album  Standing up,1.0,INEX_LD-2012311,John Lennon Yoko Ono album is started,1.0,INEX_LD-2012311,John Lennon s debut album is Yo Yo Ono,0.2,INEX_LD-2012311,John Lennon Yoko Ono album Starting Again,1.0
INEX_LD-2012313,John Turturro 1991 Coen Brothers film,1.0,INEX_LD-2012313,John Turturro  the brothers Korn,1.0,INEX_LD-2012313,John Turturro      film by the Coen brothers,1.0,INEX_LD-2012313,John Torrow      film The Brothers of the Con,0.0045,INEX_LD-2012313,John Torrow from the      movie The Quinn Brothers,0.0043,INEX_LD-2012313,John Turturro      film by the Coen brothers,1.0,INEX_LD-2012313,John Turturro      film by the Coen Brothers,1.0,INEX_LD-2012313,John Turturro      film The Coen Brothers,1.0,INEX_LD-2012313,John Turturro      Coen Brothers film,1.0,INEX_LD-2012313,John D Artour      film The Cone Brother,0.0035,INEX_LD-2012313,John Turturro      Coen Brothers film,1.0
INEX_LD-2012315,Baguio Quezon City  Manila official independence 1945,0.3333,INEX_LD-2012315,The city of Baguigéson  Manila  officially became independent in,0.0455,INEX_LD-2012315,Baguio Quezon City Manila officially gained independence in,0.0161,INEX_LD-2012315,Baguio Quezon City of Manila official independence,0.0167,INEX_LD-2012315,Baguio Cozón City of Manila Official independence,0.027,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0167,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0167,INEX_LD-2012315,Bague Kezon City Manila official independence,0.0092,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0167,INEX_LD-2012315,The city of Bajo Cajon Manila official independence,0.0068,INEX_LD-2012315,Baguio Quezon City Manila official independence,0.0167
INEX_LD-2012317,daggeroso inclined to use a dagger novel Sons and Lovers,0.2,INEX_LD-2012317,Hands on hands,0.0,INEX_LD-2012317,Dagros is trying to write a novel,0.0,INEX_LD-2012317,The animated tends to use the animated novel Sons and Lovers,0.25,INEX_LD-2012317,The dagger was willing to use the dagger novel  boys and lovers,0.0,INEX_LD-2012317,The daggeroso used to use a dagger novel Sons and Lovers,0.2,INEX_LD-2012317,The dagger fighter was inclined to a dagger novel Sons and Lovers,0.0016,INEX_LD-2012317,The shooter is inclined to use a dragon romance Son and lover,0.02,INEX_LD-2012317,Daggeroso tends to use the dagger novel Sons and Lovers,0.1667,INEX_LD-2012317,The knife novel Sons and Lovers would like to use,0.25,INEX_LD-2012317,Daggeroso had a habit of using dagger in the novel Sons and Lovers,0.1429
INEX_LD-2012318,Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space,0.2,INEX_LD-2012318,Bela Glen Glenda Bride is directing Monster Project   in Space,0.2,INEX_LD-2012318,Bella Glenn  Brenda Bride  the monster plan nine  the space shuttle,0.0052,INEX_LD-2012318,Director Bella Glenn Glinda is the bug party of Plan   Outer Space,0.25,INEX_LD-2012318,Directed by Bella Glenn Glenda The Wild Wedding of Space Nine,0.027,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.25,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan   Space,0.25,INEX_LD-2012318,Directed by Bela Glenn Glenda the Bride Monster Plan   External Space,0.2,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.25,INEX_LD-2012318,Directed by Bella Klein Glenda Bride Animal Project   outer space,0.2,INEX_LD-2012318,Directed by Bela Glen Glenda Bride Monster Plan,0.25
INEX_LD-2012319, 1994 short story collection Alice Munro is Open,1.0,INEX_LD-2012319,In       a collection of novels by Alice Monroe was launched,0.0123,INEX_LD-2012319,     short story collection Alice Monroe Open,1.0,INEX_LD-2012319,     Alice Monroe short story collection is open,1.0,INEX_LD-2012319,The      short story collection Alice Monroe is open,1.0,INEX_LD-2012319,     Alice Munro s collection of news is opened,1.0,INEX_LD-2012319,     Alice Munro s collection of short stories is open,1.0,INEX_LD-2012319,     Alice Munro s collection of short stories is opened,1.0,INEX_LD-2012319,     collection of short stories Alice Munro is Open,1.0,INEX_LD-2012319,     short story collection Alice Monroe opened,1.0,INEX_LD-2012319,     collection of short stories Alice Munro is clear,1.0
INEX_LD-2012321,Asian port state-city Sir Stamford Raffles,1.0,INEX_LD-2012321,The port city of Asia  Stanford Lavals,0.0031,INEX_LD-2012321,The port city of Stamford Raples  Asia,0.1,INEX_LD-2012321,The Asian port city   Mr  Stamford Raffles,1.0,INEX_LD-2012321,The Asian port city of Stamford Raffles,1.0,INEX_LD-2012321,Asian port city Sir Stamford Raffles,1.0,INEX_LD-2012321,The port city of Sir Stamford Raffles,1.0,INEX_LD-2012321,The Asian port city Sir Stamford Raffles,1.0,INEX_LD-2012321,The port city of Asia Sir Stamford Raffles,1.0,INEX_LD-2012321,The Asian port state city Sir Stamford Raffles,1.0,INEX_LD-2012321,Asia port city Sir Stamford Raffles,1.0
INEX_LD-2012323,Large glaciers island nation Langjokull Hofsjokull Vatnajokull,0.1667,INEX_LD-2012323,The Great Ice Sheet  the island nation  the Lancaster  the Hofshokel  the Waternackel,0.0,INEX_LD-2012323,The island of the great glacier country Langjokull Hofsjokull Vatnajokull,0.1667,INEX_LD-2012323,The great ice island of the people of Nankol   Hovszokol and Ouna Jokol,0.0,INEX_LD-2012323,The great glaciers of the Langokull island nation of Hofsjokull Vatnajokull,0.2,INEX_LD-2012323,Large glaciers island country Langjokull Hofsjokull Vatnajokull,0.1667,INEX_LD-2012323,The Great Island of the Glaciers,0.0385,INEX_LD-2012323,Large glaciers island nation of Langoculus Hojjoculus Vatnajökull,0.125,INEX_LD-2012323,The largest glacier of the island country is Langjokull Hofsjokull Vatnajokull,0.1667,INEX_LD-2012323,The Great Glacier Island Nation of Langjökul Hofsjökul and Watnökul,0.3333,INEX_LD-2012323,The largest island nation is Langjokull Hofsjokull Vatnajokull,0.2
INEX_LD-2012325,successor James G. Blaine studied law,1.0,INEX_LD-2012325,James G  Blaine  who followed  studied law,0.5,INEX_LD-2012325,James Glain s successor studied law,0.027,INEX_LD-2012325,His successor  James J  Blaine  studied law,1.0,INEX_LD-2012325,James G  Blaine s successor studied law,1.0,INEX_LD-2012325,Successor James G  Blaine studied law,1.0,INEX_LD-2012325,Successor James G  Blaine studied law,1.0,INEX_LD-2012325,Vice President James Blaine is studying law,0.0526,INEX_LD-2012325,James G  Blaine s successor studied law,1.0,INEX_LD-2012325,James G  Plan studied law,0.0015,INEX_LD-2012325,His successor  James G  Blaine  studied law,1.0
INEX_LD-2012327,Beloved author African-American Nobel Prize Literature,1.0,INEX_LD-2012327,He was an African American writer  a Nobel laureate,0.1429,INEX_LD-2012327,The beloved African American writer  the Nobel Prize for Literature,0.5,INEX_LD-2012327,The beloved author of African American literature  Nobel Prize winner,0.3333,INEX_LD-2012327,The most popular author of the Nobel Prize in African American Literature,0.3333,INEX_LD-2012327,The beloved African American Nobel Prize winner for literature,0.5,INEX_LD-2012327,Beloved author  African American Nobel Prize winner for literature,0.3333,INEX_LD-2012327,The favorite author   the African American Nobel Prize in Literature,0.3333,INEX_LD-2012327,Beloved writer   African American Nobel Prize in Literature,0.5,INEX_LD-2012327,The beloved writer African American Nobel Prize in Literature,0.5,INEX_LD-2012327,Beloved African American writer Nobel Prize in Literature,0.5
INEX_LD-2012329,Sweden Iceland currency,0.5,INEX_LD-2012329,Swedish currency,1.0,INEX_LD-2012329,Swedish currency,1.0,INEX_LD-2012329,Swedish currency,1.0,INEX_LD-2012329,The Icelandic money,0.0385,INEX_LD-2012329,Swedish currency,1.0,INEX_LD-2012329,Currency of Switzerland,0.0189,INEX_LD-2012329,Swedish currency,1.0,INEX_LD-2012329,Currency of Iceland,0.3333,INEX_LD-2012329,Swedish currency,1.0,INEX_LD-2012329,Icelandic currency,0.3333
INEX_LD-2012331,Seoul Korea river name ethnic group China,0.0909,INEX_LD-2012331,South Korean name of the river  ethnic group  Chinese,0.25,INEX_LD-2012331,South Korean river name ethnic group China,0.3333,INEX_LD-2012331,The name of the Seoul River is Korea,1.0,INEX_LD-2012331,The name of the Seoul River is Korean for the ethnic group of China,0.2,INEX_LD-2012331,Name of the Seoul River Korea ethnic group China,0.0909,INEX_LD-2012331,Seoul Korea river name ethnic group China,0.0909,INEX_LD-2012331,Seoul Korea name of river ethnic group China,0.0909,INEX_LD-2012331,Seoul Korean name of ethnic Chinese river,0.0435,INEX_LD-2012331,Seoul Korea six name ethnic group China,0.0588,INEX_LD-2012331,Seoul Korea name of river China,0.5
INEX_LD-2012333,Prime minister Canada nicknamed Silver-Tongued Laurier longest unbroken term,1.0,INEX_LD-2012333,The Canadian Prime Minister calls Laurel  silver,0.5,INEX_LD-2012333,Prime Minister of Canada name Silver colored lorry longest term,0.1429,INEX_LD-2012333,The Canadian prime minister   nicknamed Laurie the Silver tongued   is the longest serving incumbent,0.1111,INEX_LD-2012333,The longest serving prime minister of Canada  Lori Rangi  has served continuously,0.0476,INEX_LD-2012333,Canadian Prime Minister nicknamed Laurier in silver language the longest uninterrupted term,1.0,INEX_LD-2012333,The Prime Minister of Canada was nicknamed   Silver Tonged Laurier,1.0,INEX_LD-2012333,Canadian Prime Minister is named Silver Tonged Lorean,0.0769,INEX_LD-2012333,Canadian Prime Minister nicknamed Silver Tongueed Laurier the longest serving uninterrupted,1.0,INEX_LD-2012333,Prime Minister of Canada Name Silver tongue Lorean long term non permanent position,0.0769,INEX_LD-2012333,Canadian Prime Minister was named Silver Tongueed Laurier for the longest time without breaking,1.0
INEX_LD-2012335,U.S. president authorise nuclear weapons against Japan,0.125,INEX_LD-2012335,The US President authorized Japanese nuclear weapons,0.5,INEX_LD-2012335,The President of the United States has approved nuclear weapons against Japan,0.5,INEX_LD-2012335,The US president allows nuclear weapons against Japan,0.5,INEX_LD-2012335,The US President authorizes nuclear weapons against Japan,0.5,INEX_LD-2012335,US President authorizes nuclear weapons against Japan,0.5,INEX_LD-2012335,US presidents approve nuclear weapons against Japan,0.3333,INEX_LD-2012335,The President of the United States has authorized nuclear weapons against Japan,0.3333,INEX_LD-2012335,The US president authorized nuclear weapons against Japan,0.5,INEX_LD-2012335,The President of the United States authorizes nuclear weapons against Japan,1.0,INEX_LD-2012335,U S  president to allow nuclear weapons against Japan,1.0
INEX_LD-2012336,1906 territory Papua island Australian,0.5,INEX_LD-2012336,     The island of Papua  Australia,0.1111,INEX_LD-2012336,     Territory of the islands of Papua Australia,0.3333,INEX_LD-2012336,     Papua Island area Australia,0.1429,INEX_LD-2012336,     Territory of the Australian island of Papua,0.5,INEX_LD-2012336,     territory of the island of Papua Australia,0.3333,INEX_LD-2012336,     Territory of Papua Island Australia,0.3333,INEX_LD-2012336,     Territory of the island of Papua Australia,0.3333,INEX_LD-2012336,     Australian island territory of Papua,0.5,INEX_LD-2012336,     Territory of Papua Island Australia,0.3333,INEX_LD-2012336,     area of Papua island Australia,0.1429
INEX_LD-2012337,Texas city Baylor University tornado 1953,0.5,INEX_LD-2012337,The      University of Texas at Bell,0.0,INEX_LD-2012337,Baylor University of Texas  in the year,0.025,INEX_LD-2012337,Texas Baylor        Hurricane School,0.0303,INEX_LD-2012337,Toronto at Baylor University in Texas in,0.037,INEX_LD-2012337,Tornado at Baylor University in Texas in,0.0625,INEX_LD-2012337,Texas City Baylor University tornado in,0.25,INEX_LD-2012337,A tornado in Baylor  Texas  in,0.1667,INEX_LD-2012337,Texas City Baylor University tornadoes in,0.25,INEX_LD-2012337,Texas City Baylor University storm in,0.0357,INEX_LD-2012337,Texas City Baylor University hurricane,0.0204
INEX_LD-2012339,Nelson Mandela John Dube,0.2,INEX_LD-2012339,Nelson Mandela  John Dube  and the,0.2,INEX_LD-2012339,Nelson Mandela  John Dewey  and the,0.25,INEX_LD-2012339,Nelson Mandela   John Duff   and I have a lot of friends,0.0909,INEX_LD-2012339,Nelson Mandela and John Dubey,0.3333,INEX_LD-2012339,Nelson Mandela John Dube,0.2,INEX_LD-2012339,The Commission is also responsible for the implementation of the programme,0.0,INEX_LD-2012339,Nelson Mandela and John Dub,0.5,INEX_LD-2012339,Nelson Mandela John Dube,0.2,INEX_LD-2012339,The first is the book of the same name,0.0,INEX_LD-2012339,Nelson Mandela John Dube,0.2
